ID,Unique Name,Route,ELR,Veh Per Day,Cyc and Ped Per Day,Trains Per Day,Total users,Main Crossing Type,Lat,Long
3382,Kingston Farm,ANGLIA,ESK,4,3,35,7,User Worked Crossing with Telephone,52.08668381,1.313828227
3381,Kingston Farm FP,ANGLIA,ESK,0,163,35,163,Footpath Crossing,52.08668381,1.313828227
3383,Kingston FP,SCOTLAND,SCM5,0,4,112,4,Footpath Crossing with MSL,56.43182312,-3.139556113
3384,Kingswood,SUSSEX,TAT,0,8,90,8,Footpath Crossing,51.29704751,-0.204912427
3385,Kingussie,SCOTLAND,HGL2,797,122,41,919,Manually Controlled Barrier,57.07794618,-4.052341465
3386,Kinloss,SCOTLAND,ANI2,783,54,26,837,Automatic Half Barrier,57.63177659,-3.559028385
3387,Kinloss Farm,SCOTLAND,ANI2,0,0,27,0,User Worked Crossing with Telephone,57.63265599,-3.549077196
3388,Kinnauld East 1,SCOTLAND,WCK,8,0,9,8,User Worked Crossing with Telephone,57.98217534,-4.133254201
3389,Kinnauld East 2,SCOTLAND,WCK,0,0,9,0,User Worked Crossing with Telephone,57.98165433,-4.124832969
3390,Kintbury,WESTERN,BHL,2295,27,101,2322,Manually Controlled Barrier,51.40257603,-1.446303309
3391,Kintradwell 2,SCOTLAND,WCK,2,2,10,4,User Worked Crossing with Telephone,58.04528667,-3.819270373
3392,Kirby Cross Station FP,ANGLIA,TWN,0,153,50,153,Barrow Staff Crossing,51.84124666,1.215447636
3394,Kirby Muxloe,MIDLAND_AND_CONTINENTAL,KSL,76,6,48,82,User Worked Crossing with MSL,52.62802137,-1.231269539
3393,Kirby Muxloe FP,MIDLAND_AND_CONTINENTAL,KSL,0,170,48,170,Footpath Crossing with MSL,52.62802137,-1.231269539
3395,Kirkby Hardwick,MIDLAND_AND_CONTINENTAL,PBS2,0,14,66,14,Footpath Crossing,53.11552111,-1.245187126
3396,Kirkby Laythorpe,LONDON_NORTH_EAST,GRS2,135,27,35,162,Automatic Half Barrier,52.99063151,-0.363824527
3397,Kirkby Pool,LONDON_NORTH_WEST,CBC1,0,6,28,6,Footpath Crossing,54.23735938,-3.185988601
3398,Kirkby-In-Furness,LONDON_NORTH_WEST,CBC1,0,0,0,0,Footpath Crossing,54.23193758,-3.188258089
3399,Kirkby-In-Furness Station,LONDON_NORTH_WEST,CBC1,0,5,26,5,Barrow Staff Crossing,54.23208855,-3.18808939
3400,Kirkham Abbey,LONDON_NORTH_EAST,YMS,513,54,36,567,Manned Full Gates,54.08254288,-0.881204284
3401,Kirknewton,SCOTLAND,ECA2,3645,135,98,3780,Manually Controlled Barrier with Obstacle Detection,55.88863739,-3.434701486
3402,Kirksanton,LONDON_NORTH_WEST,CBC1,1242,27,24,1269,Manned Full Gates,54.21476391,-3.316659609
3403,Kirkton,SCOTLAND,WCK,54,0,10,54,Automatic Barrier Crossing (Locally) Monitored,57.95995015,-4.03265161
3405,Kirkton Farm (WCK),SCOTLAND,WCK,0,0,0,0,User Worked Crossing,57.9615884,-4.023988817
3404,Kirkton Farm (WHL),SCOTLAND,WHL,0,0,10,0,User Worked Crossing with Telephone,56.42282109,-4.658806212
3406,Kirkton Of Kinellar,SCOTLAND,ANI1,2,0,48,2,User Worked Crossing with Telephone,57.22862346,-2.30345806
3407,Kirkton Of Kinellar FP,SCOTLAND,ANI1,0,2,48,2,Footpath Crossing,57.22862346,-2.30345806
3408,Kirkton Of Mailer 2,SCOTLAND,SCM4,1,0,69,1,User Worked Crossing with Telephone,56.36101017,-3.440792923
3409,Kirton Lane,LONDON_NORTH_EAST,DOW,7266,196,230,7462,Manually Controlled Barrier with CCTV,53.60280096,-0.979478176
3410,Kirton Tunnel,LONDON_NORTH_EAST,MAC3,0,2,23,2,Footpath Crossing,53.48651387,-0.59162615
3411,Kisbeys,ANGLIA,EMP,2,4,186,6,User Worked Crossing with Telephone,52.5578172,0.035009318
3412,Kisby,ANGLIA,BGK,10,4,186,14,User Worked Crossing,52.36907211,0.255481216
3413,Kitchen's,LONDON_NORTH_EAST,CJS,0,0,84,0,User Worked Crossing with Telephone,53.57799676,-1.184609478
3414,Kiveton Park,LONDON_NORTH_EAST,MAC3,1802,141,53,1943,Manually Controlled Barrier,53.33677869,-1.238194407
3415,Knapton,LONDON_NORTH_EAST,YMS,5292,54,70,5346,Automatic Half Barrier,54.17827753,-0.664354428
3416,Knaptons,LONDON_NORTH_WEST,DCL,2,1,255,3,User Worked Crossing with Telephone,51.93777842,-1.289767414
3417,Knaresborough 1,LONDON_NORTH_EAST,HAY1,1,0,114,1,Manned Full Gates,54.00887179,-1.47061519
3418,Knaresborough 2,LONDON_NORTH_EAST,HAY1,0,178,114,178,Manned Full Gates,54.00887179,-1.47061519
3419,Knighton (BML2),WESSEX,BML2,0,0,0,0,User Worked Crossing,50.70241266,-2.362951505
3421,Knighton FP (BML2),WESSEX,BML2,0,4,67,4,Footpath Crossing,50.70241266,-2.362951505
3420,Knighton FP (MLN),WESTERN,MLN1,0,2,188,2,Footpath Crossing,51.59833001,-1.605738735
3422,Knights FP,ANGLIA,SSV,0,1,131,1,User Worked Crossing with Telephone,51.63611681,0.37749248
3423,Knightson Farm 1,WALES,PEM,0,2,18,2,User Worked Crossing with Telephone,51.69847351,-4.727911489
3424,Knockinjig,SCOTLAND,GSW,0,0,42,0,User Worked Crossing with Telephone,55.38198976,-3.969137671
3425,Knodishall,ANGLIA,SIZ,117,24,2,141,Manned Full Gates,52.22126641,1.520868923
3426,Knotley,KENT,RTT,0,4,56,4,Footpath Crossing,51.19629656,0.183490484
3427,Knottingley,LONDON_NORTH_EAST,WAG1,3132,351,71,3483,Manually Controlled Barrier with CCTV,53.70508535,-1.238502454
3428,Knowle Hill,WESSEX,BAE2,0,1,38,1,Footpath Crossing,50.87320769,-2.725875354
3429,Knowles,MIDLAND_AND_CONTINENTAL,PMJ,0,27,76,27,Footpath Crossing,52.6244599,-0.549841489
3430,Laburnum Farm,LONDON_NORTH_EAST,HAY1,0,0,76,0,User Worked Crossing with Telephone,53.97879238,-1.199703259
3431,Laceys FP,ANGLIA,ESK,0,5,35,5,Footpath Crossing,52.08031737,1.197507507
6225,Unnamed 2 (MBW1),LONDON_NORTH_EAST,MBW2,0,0,0,0,User Worked Crossing,54.45841777,-0.858590902
3433,Lacock 2,WESTERN,WEY,0,0,36,0,Footpath Crossing,51.40920047,-2.138670088
3434,Lacock 6,WESTERN,WEY,0,0,34,0,Footpath Crossing,51.41965836,-2.1375453
3435,Lade Bank,LONDON_NORTH_EAST,GRS3,14,0,31,14,User Worked Crossing,53.07075703,0.072489378
3436,Lady Gordon's,LONDON_NORTH_EAST,MVN2,0,8,116,8,Footpath Crossing,53.68741124,-1.44533425
3437,Lady Hall FP,LONDON_NORTH_WEST,CBC1,0,0,26,0,Footpath Crossing,54.25879801,-3.235139453
3438,Lady Howard,WESSEX,BTH3,0,96,225,96,Footpath Crossing,51.3223112,-0.293424806
3439,Ladybank Golf Course,SCOTLAND,CDC1,0,26,42,26,Footpath Crossing with MSL,56.2818009,-3.125011945
3440,Ladyhall,LONDON_NORTH_WEST,CBC1,0,0,26,0,User Worked Crossing with Telephone,54.25879801,-3.235139453
3442,Ladysbridge,ANGLIA,SUD,0,0,40,0,User Worked Crossing with Telephone,52.03579013,0.738244015
3441,Ladysbridge FP,ANGLIA,SUD,0,242,40,242,Footpath Crossing,52.03579013,0.738244015
3443,Ladywood,WESTERN,OWW,0,9,121,9,Footpath Crossing,52.23714592,-2.186471241
3444,Lagnagrabh,SCOTLAND,OBN2,0,0,14,0,User Worked Crossing,56.42816928,-5.207425947
3445,Laing's,LONDON_NORTH_EAST,MBW1,24,0,21,24,User Worked Crossing with Telephone,54.46954421,-1.100334908
3446,Lairg,SCOTLAND,WCK,1084,4,9,1088,Automatic Barrier Crossing (Locally) Monitored,58.00342832,-4.397799137
3447,Lake Lane,SUSSEX,TBH2,0,20,607,20,Footpath Crossing,50.83078366,-0.613864531
3448,Lakenheath,ANGLIA,ETN,5400,0,65,5400,Manually Controlled Barrier with Obstacle Detection,52.44755345,0.535660176
3449,Lamarsh Kings Farm FP,ANGLIA,SUD,0,20,40,20,Footpath Crossing,51.98389769,0.760280614
3450,Lamarsh School Lane,ANGLIA,SUD,1,0,40,1,User Worked Crossing with Telephone,51.98981359,0.75591817
3451,Lamb Roe,LONDON_NORTH_WEST,DJH,0,7,52,7,Footpath Crossing,53.83503354,-2.410561557
3452,Lambert,ANGLIA,BGK,2,0,76,2,User Worked Crossing,52.65053381,0.376055054
3453,Lamberts Farm,LONDON_NORTH_WEST,SJT1,0,0,2,0,User Worked Crossing,52.17601117,-1.405126876
3454,Lambrook,WESSEX,WEY,0,0,52,0,Footpath Crossing,51.00582212,-2.570221191
3455,Lambs Farm,LONDON_NORTH_WEST,OWW,0,0,0,0,Footpath Crossing,52.34585463,-2.225556008
3456,Lamington Farm,SCOTLAND,ANI1,8,8,23,16,User Worked Crossing with Telephone,57.32532345,-2.573972292
3457,Lamphey,WALES,PEM,0,2,18,2,Footpath Crossing,51.6667268,-4.866334387
3458,Lancing,SUSSEX,BLI1,3699,4050,239,7749,Manually Controlled Barrier with CCTV,50.82709783,-0.322592296
3459,Lands End Road,LONDON_NORTH_EAST,TJG2,0,94,70,94,Footpath Crossing,53.62248531,-0.96632671
3460,Landspring Beck,ANGLIA,NOL,0,0,50,0,User Worked Crossing with Telephone,52.5160818,1.635682808
3461,Landywood,LONDON_NORTH_WEST,RRN1,0,0,0,0,Footpath Crossing,52.66353597,-2.023150279
3462,Lane Bridge FP,WALES,SBA1,0,0,24,0,Footpath Crossing,52.69702235,-2.995328394
3463,Lane Head,LONDON_NORTH_EAST,NEC2,2,2,77,4,Manned Full Gates,54.96951276,-2.636616815
3464,Lane Head FP,LONDON_NORTH_EAST,NEC2,0,0,48,0,Footpath Crossing,54.96951276,-2.636616815
3465,Lang Dane FP,KENT,FDM,0,3,75,3,Footpath Crossing,51.26312995,1.02204752
3466,Langford,LONDON_NORTH_EAST,NOB1,269,29,79,298,Automatic Half Barrier,53.12215417,-0.77670441
3467,Langford Road,LONDON_NORTH_EAST,ECM1,0,13,323,13,Footpath Crossing,52.06630691,-0.261794652
3468,Langham Junction,MIDLAND_AND_CONTINENTAL,GSM2,2010,88,162,2098,Manually Controlled Barrier,52.69023373,-0.724926909
3469,Langho,LONDON_NORTH_WEST,DJH,0,1,54,1,Footpath Crossing,53.80116803,-2.461422343
3470,Langholme,LONDON_NORTH_EAST,SPD4,0,27,67,27,Footpath Crossing,53.47406164,-0.869350791
3471,Langley Green,LONDON_NORTH_WEST,GSJ2,2515,770,179,3285,Manually Controlled Barrier with CCTV,52.49151479,-2.006716606
3472,Langmeads Farm,SUSSEX,BLI1,0,2,176,2,Footpath Crossing,50.81660596,-0.461956941
3474,Langridge No.2,MIDLAND_AND_CONTINENTAL,NSS,2,2,33,4,User Worked Crossing with Telephone,52.88348947,-1.826845402
3473,Langridge No.2 FP,MIDLAND_AND_CONTINENTAL,NSS,0,6,66,6,Footpath Crossing,52.88348947,-1.826845402
3475,Langthwaite,LONDON_NORTH_WEST,CBC1,0,0,26,0,User Worked Crossing with Telephone,54.20866259,-3.297430061
3476,Langton Road,MIDLAND_AND_CONTINENTAL,SPC3,0,0,199,0,Footpath Crossing,52.50476533,-0.91216535
3477,Langworth,LONDON_NORTH_EAST,NOB3,6559,76,43,6635,Manually Controlled Barrier,53.27013324,-0.423377637
3478,Lanjeth,WESTERN,SDS,149,27,2,176,Open Crossing,50.34237355,-4.84926097
3479,Las Ynys 1,WALES,DJP,1,0,16,1,User Worked Crossing,52.87772424,-4.093958971
3480,Las Ynys 2,WALES,DJP,1,2,16,3,User Worked Crossing,52.88178233,-4.090062006
3481,Las Ynys 3,WALES,DJP,8,2,16,10,User Worked Crossing,52.88459973,-4.087355216
3482,Latteridge,WESTERN,THO,4617,54,4,4671,Manually Controlled Barrier,51.5576822,-2.471325273
3483,Laundry Lane,ANGLIA,CCH,809,85,34,894,Automatic Barrier Crossing (Locally) Monitored,52.20797836,0.148403113
3484,Launton,LONDON_NORTH_WEST,OXD,0,0,0,0,Automatic Open Crossing (Locally) Monitored,51.90713262,-1.10190273
3485,Launton No.1,LONDON_NORTH_WEST,OXD,0,0,0,0,Footpath Crossing,51.90518147,-1.111152557
3486,Launton No.2,LONDON_NORTH_WEST,OXD,0,0,0,0,Footpath Crossing,51.90581092,-1.108169022
3487,Lawsing,LONDON_NORTH_WEST,SKW1,0,1,11,1,User Worked Crossing with Telephone,54.09895956,-2.400543676
3488,Lawsons,LONDON_NORTH_EAST,SPD1,1,1,56,2,User Worked Crossing with Telephone,52.95053691,-0.314031621
3489,Laybotham,LONDON_NORTH_WEST,MVN2,0,0,138,0,Footpath Crossing,53.68712695,-2.09635562
3490,Lea,LONDON_NORTH_EAST,SPD3,0,4,73,4,Footpath Crossing,53.35705119,-0.737094441
3491,Lea Green,LONDON_NORTH_WEST,DSE,0,0,236,0,User Worked Crossing with Telephone,53.41992344,-2.752880635
3492,Lealholme Station,LONDON_NORTH_EAST,MBW2,0,0,10,0,User Worked Crossing,54.46023254,-0.824771098
3493,Lealholme Station FP,LONDON_NORTH_EAST,MBW2,0,22,18,22,Footpath Crossing,54.46023254,-0.824771098
3494,Lealholmside,LONDON_NORTH_EAST,MBW2,0,0,16,0,User Worked Crossing,54.45778356,-0.819382752
3495,Leaming,LONDON_NORTH_WEST,CBC1,0,0,50,0,User Worked Crossing with Telephone,54.17700604,-2.807030358
3498,Leamside 1 (FEP),LONDON_NORTH_EAST,FEP,0,0,0,0,User Worked Crossing,54.8073412,-1.515981162
3496,Leamside 1 FP (FEP),LONDON_NORTH_EAST,FEP,0,0,0,0,Footpath Crossing,54.8073412,-1.515981162
3497,Leamside 2 FP (FEP),LONDON_NORTH_EAST,FEP,0,0,0,0,Footpath Crossing,54.81418373,-1.512826499
3499,Learable,SCOTLAND,WCK,0,0,10,0,User Worked Crossing with Telephone,58.18325202,-3.873493911
3501,Leasingham Moor,LONDON_NORTH_EAST,SPD2,38,0,59,38,User Worked Crossing with MSL,53.02733685,-0.379256635
3500,Leasingham Moor FP,LONDON_NORTH_EAST,SPD2,0,0,59,0,Footpath Crossing with MSL,53.02733685,-0.379256635
3502,Leasowe,LONDON_NORTH_WEST,CWK3,3942,513,119,4455,Manually Controlled Barrier with CCTV,53.40807836,-3.099969132
3503,Leathersley Farm No.2,MIDLAND_AND_CONTINENTAL,NSS,0,0,34,0,User Worked Crossing with Telephone,52.87034648,-1.742945012
3504,Leathersley Farm No.3,MIDLAND_AND_CONTINENTAL,NSS,0,0,35,0,User Worked Crossing,52.8697641,-1.739482215
3505,Leaton,WALES,WSJ2,7776,81,41,7857,Automatic Half Barrier,52.76329081,-2.780630272
3506,Leaton 2,WALES,WSJ2,0,0,41,0,Footpath Crossing,52.76592483,-2.783767704
3507,Leavesley's,MIDLAND_AND_CONTINENTAL,BJW3,0,0,15,0,Footpath Crossing,52.72420642,-1.747108665
3508,Lebberston Road,LONDON_NORTH_EAST,HBS,104,4,50,108,Manned Full Gates,54.21972068,-0.350483605
3509,Lebberston Road FP,LONDON_NORTH_EAST,HBS,0,30,80,30,Footpath Crossing,54.21972068,-0.350483605
3510,Leeman Road Yard,LONDON_NORTH_EAST,HOS,210,8,1,218,Open Crossing,53.95856512,-1.104471986
3511,Legal And General FP,ANGLIA,LTN1,0,4,90,4,Footpath Crossing,52.38135489,1.130365833
3512,Leggetts Accommodation,MIDLAND_AND_CONTINENTAL,NOB1,0,0,0,0,User Worked Crossing,53.03877801,-0.947591492
3514,Leggetts FP (LTN1),ANGLIA,LTN1,0,0,91,0,Footpath Crossing,52.24160784,0.99460292
3513,Leggetts FP (NOB1),MIDLAND_AND_CONTINENTAL,NOB1,0,6,140,6,Footpath Crossing,53.03877801,-0.947591492
3515,Leigh,MIDLAND_AND_CONTINENTAL,NSS,419,14,70,433,Automatic Half Barrier,52.91917252,-1.979763873
3516,Leigh FP,MIDLAND_AND_CONTINENTAL,NSS,0,0,35,0,Footpath Crossing,52.91970677,-1.980969685
3517,Leigh Golf Course,LONDON_NORTH_WEST,DSE,0,21,236,21,Footpath Crossing,53.46471469,-2.528760587
3518,Leiston,ANGLIA,SIZ,4555,411,2,4966,Manned Full Gates,52.20996746,1.574608611
3519,Leith Hall,SCOTLAND,ANI1,0,0,23,0,User Worked Crossing with Telephone,57.35157531,-2.752402296
3520,Lelant Station,WESTERN,SIV,0,6,56,6,Footpath Crossing,50.18358275,-5.43657418
3521,Lenham,KENT,SBJ,0,27,88,27,Footpath Crossing,51.23155097,0.718252399
3522,Lenthay,WESSEX,BAE2,8,0,51,8,User Worked Crossing with Telephone,50.9357215,-2.536125429
3523,Lenthay FP,WESSEX,BAE2,0,11,53,11,Footpath Crossing,50.9357215,-2.536125429
3524,Lentran Station,SCOTLAND,WCK,0,0,28,0,User Worked Crossing with Telephone,57.48051188,-4.361055962
3525,Leominster,WALES,SHL,10093,119,91,10212,Automatic Half Barrier,52.23160052,-2.733347591
3526,Leominster 159,WALES,SHL,0,0,94,0,Footpath Crossing,52.21425819,-2.725322426
3527,Leonard Stanley 4,WESTERN,BGL2,0,2,104,2,Footpath Crossing,51.73449373,-2.306005641
3528,Leonards,ANGLIA,SOB2,0,27,83,27,Footpath Crossing,52.32701174,0.331411295
3529,Leonards No31,ANGLIA,SOB2,0,0,83,0,User Worked Crossing with Telephone,52.35462298,0.302479669
3530,Leri Bridge,WALES,SBA2,0,0,31,0,User Worked Crossing with Telephone,52.51714107,-4.039760557
3531,Lestown Moor 1,WESTERN,NEW,0,0,1,0,User Worked Crossing,50.39391622,-4.764076659
3532,Lestown Moor 2,WESTERN,NEW,0,0,1,0,User Worked Crossing,50.39382696,-4.768650604
3533,Leverton,LONDON_NORTH_EAST,TYB1,1958,68,2,2026,Automatic Half Barrier,53.3264978,-0.821871003
3534,Levington,ANGLIA,FEL,1449,216,200,1665,Manually Controlled Barrier with Obstacle Detection,52.00722018,1.278522945
3535,Levington Heath FP,ANGLIA,FEL,0,1,102,1,Footpath Crossing,52.01110259,1.272002605
3536,Lewell,WESSEX,BML2,0,0,67,0,Footpath Crossing,50.70290137,-2.367727534
3538,Lewis,WALES,CWL2,0,2,8,2,User Worked Crossing with Telephone,52.13267414,-3.531111821
3539,Lewis 1,WESTERN,OWW,1,0,72,1,User Worked Crossing with Telephone,52.13559045,-2.087892524
3540,Lewis 2,WESTERN,OWW,2,2,72,4,User Worked Crossing with Telephone,52.13708322,-2.092247855
3537,Lewis FP,WALES,DJP,0,2,16,2,Footpath Crossing,52.832237,-4.114821158
3541,Ley,WESTERN,SWM2,64,5,65,69,Manually Controlled Barrier with CCTV,51.85004623,-2.370016816
3542,Leys Farm,LONDON_NORTH_EAST,BAR,1,1,18,2,User Worked Crossing,53.68981546,-0.348421178
3543,Leys Lane FP,ANGLIA,ETN,0,147,65,147,Footpath Crossing,52.51056938,1.014949866
3544,Lichfield Tv High Level,LONDON_NORTH_WEST,BJW3,0,196,6,196,Footpath Crossing,52.68746172,-1.796836426
3545,Lidgate,LONDON_NORTH_WEST,CBC1,0,2,26,2,User Worked Crossing with Telephone,54.22290173,-3.196913759
3546,Lidgate FP,LONDON_NORTH_WEST,CBC1,0,2,26,2,Footpath Crossing,54.21583531,-3.318728879
3547,Lidlington,LONDON_NORTH_WEST,BBM,1131,276,36,1407,Manually Controlled Barrier with CCTV,52.04154765,-0.559103833
3548,Lilac Cottage,WESSEX,WPH1,0,6,159,6,Footpath Crossing,51.12403098,-0.662329298
3549,Lilac Villa,LONDON_NORTH_EAST,HUL1,3,7,90,10,User Worked Crossing,53.75160961,-0.759178577
3550,Limbs No.1,LONDON_NORTH_EAST,HIM,0,0,2,0,User Worked Crossing with Telephone,53.21668391,-0.938033268
3551,Lime Kiln,WALES,WVL,1820,105,42,1925,Manually Controlled Barrier with CCTV,51.61627745,-3.107170926
3552,Lime Kiln Quay,ANGLIA,ESK,99,115,35,214,Automatic Barrier Crossing (Locally) Monitored,52.0939976,1.323692574
3553,Limestone Hall,LONDON_NORTH_WEST,CBC1,1782,81,24,1863,Manned Full Gates,54.21964283,-3.323911945
3555,Limpenhoe,ANGLIA,NOL,0,0,32,0,User Worked Crossing,52.57452443,1.526709693
3554,Limpenhoe FP,ANGLIA,NOL,0,8,32,8,Footpath Crossing,52.57452443,1.526709693
3556,Limpley Stoke 1,WESTERN,BFB,0,4,86,4,Footpath Crossing,51.34772486,-2.314287777
3557,Limpley Stoke 2,WESTERN,BFB,0,4,86,4,Footpath Crossing,51.34704925,-2.313865382
3558,Linby Colliery Sidings,MIDLAND_AND_CONTINENTAL,RAC,9126,1026,120,10152,Automatic Barrier Crossing (Locally) Monitored,53.04439814,-1.200918941
3559,Linby Station,MIDLAND_AND_CONTINENTAL,RAC,21330,648,112,21978,Automatic Barrier Crossing (Locally) Monitored,53.05187095,-1.206996423
3560,Lincoln High Street,LONDON_NORTH_EAST,SPD3,195,41695,331,41890,Manually Controlled Barrier with CCTV,53.22658101,-0.541554819
3561,Lincoln Road FP,ANGLIA,ENT,0,508,108,508,Footpath Crossing,51.64725684,-0.074078098
3562,Lincoln Street,MIDLAND_AND_CONTINENTAL,RAC,14526,2862,114,17388,Manually Controlled Barrier with CCTV,52.98468102,-1.181581897
3564,Lindridge Fields House,MIDLAND_AND_CONTINENTAL,KSL,8,0,24,8,User Worked Crossing with Telephone,52.64058485,-1.301367
3563,Lindridge Fields House FP,MIDLAND_AND_CONTINENTAL,KSL,0,20,96,20,User Worked Crossing with Telephone,52.64058485,-1.301367
3565,Lindsells FP,LONDON_NORTH_EAST,ECM1,0,115,320,115,Footpath Crossing with MSL,52.09860093,-0.263058395
3567,Lingwood Station Road,ANGLIA,NAY,2894,770,80,3664,Manually Controlled Barrier with CCTV,52.62228422,1.491270895
3566,Lingwood Station Road FP,ANGLIA,NAY,0,0,36,0,Footpath Crossing,52.62228422,1.491270895
3568,Linton Lane,LONDON_NORTH_EAST,BWO1,0,0,0,0,Footpath Crossing,55.21060552,-1.600028693
3569,Linwith Lane,LONDON_NORTH_EAST,DRA1,270,54,102,324,Automatic Half Barrier,53.71456776,-1.030049036
3570,Lipwood,LONDON_NORTH_EAST,NEC2,0,0,47,0,User Worked Crossing with Telephone,54.97023876,-2.283622504
3571,Liskeard,WESTERN,MLN3,0,2,73,2,Barrow Staff Crossing,50.44659706,-4.468979032
3572,Liskeard Station,WESTERN,LIJ,21,0,3,21,Open Crossing,50.44645807,-4.468132195
3573,Liss,WESSEX,WPH1,2096,747,139,2843,Manually Controlled Barrier with CCTV,51.04339277,-0.893254248
3574,Liss Common,WESSEX,WPH1,2656,198,136,2854,Automatic Half Barrier,51.04884905,-0.883839658
3575,Liss Forest,WESSEX,WPH1,0,31,137,31,Footpath Crossing,51.05084558,-0.87711794
3576,Lissingley,LONDON_NORTH_EAST,NOB3,68,0,41,68,Automatic Half Barrier,53.34971956,-0.361345936
3577,Litchfield Grange,LONDON_NORTH_EAST,ECM5,0,0,301,0,Footpath Crossing,54.27497582,-1.411719961
3578,Litlington,LONDON_NORTH_EAST,SBR,2052,13,175,2065,Automatic Half Barrier,52.04441968,-0.064581914
3579,Little Australia,WESTERN,SWM1,0,4,37,4,Footpath Crossing,51.75600316,-2.287231628
3580,Little Bourton,LONDON_NORTH_WEST,DCL,3,7,240,10,User Worked Crossing with Telephone,52.09345168,-1.325380132
3581,Little Bullsdown,SUSSEX,RSJ,0,20,138,20,Footpath Crossing,51.23668845,-0.365364817
3582,Little Cantly,SCOTLAND,ANI1,0,0,22,0,User Worked Crossing with Telephone,57.54772432,-2.890603476
3583,Little Fenton,LONDON_NORTH_EAST,NOC,0,10,355,10,Footpath Crossing,53.81263741,-1.231620891
3584,Little Ford,WESSEX,RSJ,0,17,76,17,Footpath Crossing,51.21179828,-0.501119912
3585,Little Genoch 1,SCOTLAND,STR3,12,10,32,22,User Worked Crossing with MSL,54.88001216,-4.905117992
3586,Little Genoch 2,SCOTLAND,STR3,6,4,16,10,User Worked Crossing with Telephone,54.88148271,-4.914693029
3587,Little Harmeston 1 (GOB),WALES,MIL,0,0,28,0,User Worked Crossing with Telephone,51.74130828,-5.001322041
3588,Little Harmeston 2,WALES,MIL,0,0,22,0,User Worked Crossing with Telephone,51.7405814,-5.004284356
3590,Little Hayes,ANGLIA,WIS,10,0,55,10,User Worked Crossing with MSL,51.64909521,0.647463722
3589,Little Hayes FP,ANGLIA,WIS,0,11,55,11,Footpath Crossing with MSL,51.64909521,0.647463722
3591,Little Langford,WESSEX,SAL,0,0,166,0,Footpath Crossing,51.12777565,-1.933822112
3592,Little London,LONDON_NORTH_EAST,MAC3,5508,54,72,5562,Manually Controlled Barrier with Obstacle Detection,53.59412328,-0.210879646
3593,Little Meadow Lane,LONDON_NORTH_WEST,FCO,0,1,34,1,Footpath Crossing,53.63632864,-2.806310094
3595,Little Mill (ANI1),SCOTLAND,ANI1,2,0,22,2,User Worked Crossing with Telephone,57.51407257,-2.806920145
3594,Little Mill (ECM7),LONDON_NORTH_EAST,ECM7,513,0,112,513,Manually Controlled Barrier with CCTV,55.45265169,-1.641776625
3596,Little Mill No.1,LONDON_NORTH_WEST,DCL,0,17,240,17,Footpath Crossing,52.10229101,-1.322438049
3597,Little Mowhurst,KENT,RTT,0,7,57,7,Footpath Crossing,51.2068783,0.074810595
3598,Little Preston,KENT,PWS2,0,0,86,0,User Worked Crossing with Telephone,51.29927923,0.485315333
3599,Little Preston FP,KENT,PWS2,0,8,86,8,Footpath Crossing,51.29927923,0.485315333
3600,Little Steeping,LONDON_NORTH_EAST,GRS3,70,2,30,72,Automatic Half Barrier,53.12815522,0.146516093
3601,Little Treviscoe,WESTERN,SDS,28,2,2,30,Open Crossing,50.36424719,-4.889116492
3602,Little Weir Farm 1,WESTERN,NDN,0,0,28,0,Footpath Crossing,50.99955476,-3.983590317
3603,Little Weir Farm 2,WESTERN,NDN,2,0,28,2,User Worked Crossing with Telephone,51.00204118,-3.985929451
3604,Littlebury Gate House FP,ANGLIA,BGK,0,11,152,11,Footpath Crossing,52.03430463,0.206190145
3605,Littlefield Lane,LONDON_NORTH_EAST,MAC3,2457,1080,72,3537,Manually Controlled Barrier with Obstacle Detection,53.56436213,-0.094771186
3606,Littlehaven,SUSSEX,TBH1,11070,1566,324,12636,Manually Controlled Barrier with CCTV,51.07977994,-0.307659718
3607,Littleport,ANGLIA,BGK,7926,114,76,8040,Automatic Half Barrier,52.46655805,0.31773495
3608,Littleport Bypass,ANGLIA,BGK,1361,82,76,1443,Manned Full Gates,52.46144767,0.31636386
3609,Littleport Station,ANGLIA,BGK,0,105,152,105,Barrow Staff Crossing with MSL,52.46269125,0.316432822
3610,Littleton & Badsey,WESTERN,OWW,4104,162,35,4266,Manually Controlled Barrier with CCTV,52.10241051,-1.895348508
3611,Littlewoods,LONDON_NORTH_WEST,FCO,0,0,34,0,User Worked Crossing,53.68103262,-2.764998351
3612,Littlewoods FP,LONDON_NORTH_WEST,FCO,0,6,34,6,Footpath Crossing,53.68103262,-2.764998351
3613,Littleworth,LONDON_NORTH_EAST,WEB,280,1,28,281,Manually Controlled Barrier with Obstacle Detection,52.72137168,-0.211902403
3615,Littons Mill,LONDON_NORTH_WEST,SDJ2,101,0,10,101,Manned Full Gates,53.38726059,-2.609001863
3614,Littons Mill FP,LONDON_NORTH_WEST,SDJ2,0,103,10,103,Footpath Crossing,53.38726059,-2.609001863
3616,Llanaber,WALES,DJP,0,0,18,0,Footpath Crossing,52.74180891,-4.077469888
3617,Llanbadarn,WALES,VOR,13853,307,10,14160,Manually Controlled Barrier,52.4062,-4.061
